Record_ID,Execution_Time_Minutes,Messages_Sent,Memory_Usage_MB,CPU_Utilization_Percent,Error_Count
AAI-01961,90.3,460,1283.1,59.0,0
AAI-01962,56.0,73,702.0,13.5,2
AAI-01963,49.5,176,938.9,97.6,2
AAI-01964,69.8,184,2768.8,52.8,0
AAI-01965,80.8,173,449.8,11.0,0
AAI-01966,42.2,422,481.5,53.1,0
AAI-01967,96.1,162,3910.7,84.8,1
AAI-01968,61.7,254,1234.9,87.0,0
AAI-01969,62.0,110,3295.9,77.6,1
AAI-01970,59.5,310,274.8,42.1,0
AAI-01971,15.7,304,2158.6,12.0,0
AAI-01972,114.1,283,185.9,49.6,3
AAI-01973,55.4,468,2445.9,93.6,0
AAI-01974,110.2,374,3331.9,79.7,0
AAI-01975,34.3,295,1043.5,26.0,0
AAI-01976,32.0,218,3537.8,86.1,0
AAI-01977,32.9,231,3563.9,94.6,2
AAI-01978,56.4,355,742.2,75.0,0
AAI-01979,41.4,277,3834.4,18.8,0
AAI-01980,99.5,360,1716.6,52.0,0
AAI-01981,55.7,130,1061.9,14.0,2
AAI-01982,19.7,144,1150.7,27.9,0
AAI-01983,120.0,496,3518.8,93.9,4
AAI-01984,53.3,391,2851.2,76.1,0
AAI-01985,87.8,484,1439.4,36.0,0
AAI-01986,81.2,251,3345.0,84.3,0
AAI-01987,111.8,355,2664.9,28.3,0
AAI-01988,43.7,443,3213.4,85.1,0
AAI-01989,58.7,214,380.5,79.9,1
AAI-01990,40.5,64,3347.3,42.0,0
AAI-01991,72.9,433,1802.6,54.4,0
AAI-01992,34.2,98,216.6,18.8,3
AAI-01993,70.6,313,3004.6,40.6,1
AAI-01994,81.6,373,1537.5,56.0,1
AAI-01995,105.2,368,483.4,82.6,3
AAI-01996,113.1,194,2022.6,21.6,0
AAI-01997,72.2,143,2064.2,72.6,0
AAI-01998,82.1,231,3326.2,74.0,0
AAI-01999,103.1,330,2968.5,38.8,0
AAI-02000,41.3,186,224.0,64.0,0
AAI-02001,108.8,97,699.3,24.1,0
AAI-02002,79.5,415,3029.0,55.4,0
AAI-02003,26.7,293,1817.4,81.1,0
AAI-02004,101.5,434,904.6,92.8,0
AAI-02005,20.7,434,3177.7,85.6,0
AAI-02006,34.9,70,2307.3,79.7,0
AAI-02007,56.7,139,1498.8,62.8,2
AAI-02008,46.2,422,398.2,17.5,0
AAI-02009,15.3,331,1380.9,36.2,0
AAI-02010,82.3,353,2409.7,91.3,0
AAI-02011,66.5,30,334.1,42.3,1
AAI-02012,62.3,362,2648.6,71.2,0
AAI-02013,66.1,327,797.3,19.3,2
AAI-02014,5.2,215,1854.0,41.0,2
AAI-02015,88.1,422,4088.7,30.4,2
AAI-02016,10.8,169,3212.3,41.3,2
AAI-02017,39.8,274,2741.1,75.5,3
AAI-02018,32.7,367,191.2,50.5,3
AAI-02019,70.3,81,3541.3,47.9,3
AAI-02020,45.6,12,462.7,17.0,2
AAI-02021,28.3,36,3139.9,56.9,0
AAI-02022,62.0,387,1548.5,40.4,0
AAI-02023,45.5,239,1463.1,46.1,0
AAI-02024,114.5,441,2537.3,31.6,0
AAI-02025,109.5,324,4019.2,49.5,0
AAI-02026,18.2,210,1575.0,39.1,0
AAI-02027,29.2,59,827.4,87.7,0
AAI-02028,67.6,223,3960.2,37.0,0
AAI-02029,77.0,459,2047.3,71.6,0
AAI-02030,79.0,297,3198.9,98.5,1
AAI-02031,106.0,68,1363.6,55.5,0
AAI-02032,11.0,393,2456.1,85.1,0
AAI-02033,32.3,89,3443.2,67.4,0
AAI-02034,19.5,299,1068.4,89.0,0
AAI-02035,37.3,152,3100.2,76.2,1
AAI-02036,17.9,434,257.2,49.2,1
AAI-02037,106.0,336,3758.4,65.5,0
AAI-02038,119.8,168,2699.4,23.8,0
AAI-02039,77.4,352,2023.5,38.2,0
AAI-02040,73.1,478,1167.3,96.8,0
AAI-02041,42.0,181,3815.7,21.2,0
AAI-02042,75.8,122,2634.8,80.3,0
AAI-02043,14.1,152,2235.8,71.9,0
AAI-02044,101.4,152,998.0,16.8,0
AAI-02045,16.1,349,2958.4,90.4,0
AAI-02046,80.5,359,785.2,38.9,0
AAI-02047,16.5,269,817.4,66.7,0
AAI-02048,95.3,56,653.5,48.0,0
AAI-02049,107.6,231,2651.3,62.5,0
AAI-02050,103.8,316,165.1,98.9,0
AAI-02051,39.5,220,3178.3,82.9,2
AAI-02052,61.8,398,1691.7,31.5,1
AAI-02053,66.7,463,3582.5,22.1,0
AAI-02054,98.0,371,1687.5,15.2,0
AAI-02055,13.4,300,4022.7,94.4,1
AAI-02056,104.0,139,421.0,61.6,0
AAI-02057,34.1,489,2396.5,39.9,0
AAI-02058,78.7,438,776.6,13.7,1
AAI-02059,111.5,487,1015.1,71.8,0
AAI-02060,29.5,251,705.9,17.5,0
AAI-02061,64.6,457,1185.7,20.0,2
AAI-02062,84.0,332,411.3,20.9,2
AAI-02063,98.7,374,2820.1,40.9,3
AAI-02064,78.7,245,3020.0,45.7,0
AAI-02065,85.6,327,3015.9,39.0,1
AAI-02066,24.0,250,1254.5,85.2,0
AAI-02067,95.9,41,985.1,98.5,0
AAI-02068,99.6,328,547.5,14.9,0
AAI-02069,26.5,39,2870.2,48.4,0
AAI-02070,65.0,243,2469.9,47.5,3
AAI-02071,115.8,416,487.4,38.0,0
AAI-02072,59.5,423,3566.8,78.5,0
AAI-02073,34.1,366,3163.5,57.1,2
AAI-02074,59.6,447,2047.8,66.7,0
AAI-02075,6.2,342,2584.5,66.7,0
AAI-02076,6.3,253,424.8,51.4,0
AAI-02077,70.6,119,2914.9,14.0,1
AAI-02078,68.1,152,1747.3,58.4,0
AAI-02079,62.7,269,798.6,51.8,0
AAI-02080,30.3,376,2864.4,78.3,2
AAI-02081,8.4,32,2005.8,55.1,0
AAI-02082,15.7,363,2862.7,28.8,1
AAI-02083,16.9,112,387.7,80.2,0
AAI-02084,35.7,326,2061.8,29.1,0
AAI-02085,68.5,56,2289.1,64.6,0
AAI-02086,102.3,92,729.0,31.1,1
AAI-02087,27.0,424,1833.9,42.1,0
AAI-02088,22.7,401,2140.3,23.9,0
AAI-02089,103.9,333,2253.6,59.2,2
AAI-02090,56.0,208,1672.2,26.0,0
AAI-02091,67.1,137,3675.8,99.0,0
AAI-02092,116.8,415,2874.3,87.7,1
AAI-02093,60.9,246,1547.2,73.9,0
AAI-02094,109.4,165,1471.7,37.9,1
AAI-02095,13.5,202,1511.4,94.5,1
AAI-02096,49.9,69,2033.0,41.4,0
AAI-02097,26.3,187,3839.6,98.5,2
AAI-02098,95.1,84,1287.4,60.0,0
AAI-02099,88.9,69,1213.9,82.7,3
AAI-02100,91.5,299,1181.1,80.9,0
AAI-02101,93.1,172,3097.9,88.7,1
AAI-02102,58.1,59,2790.7,79.9,1
AAI-02103,19.2,472,430.6,35.2,0
AAI-02104,59.1,338,958.6,94.6,0
AAI-02105,80.1,439,1316.7,63.5,0
AAI-02106,113.4,429,3068.3,69.8,0
AAI-02107,44.3,435,249.5,34.9,0
AAI-02108,110.7,298,1058.0,35.9,0
AAI-02109,71.7,489,3057.8,63.7,0
AAI-02110,50.1,328,3837.6,66.0,2
AAI-02111,34.3,226,1537.7,96.0,0
AAI-02112,14.0,408,1769.5,29.9,0
AAI-02113,59.5,40,2054.1,78.6,0
AAI-02114,65.2,449,1519.8,59.7,1
AAI-02115,91.3,110,1952.0,20.0,0
AAI-02116,64.4,81,3459.5,79.9,0
AAI-02117,7.6,97,1183.7,59.9,2
AAI-02118,105.2,342,3760.8,81.3,0
AAI-02119,99.7,93,1427.5,29.9,1
AAI-02120,24.6,48,2465.3,98.4,0
AAI-02121,46.0,255,3809.7,32.8,0
AAI-02122,80.6,421,732.5,63.2,2
AAI-02123,76.8,340,2454.6,85.8,0
AAI-02124,46.2,64,2287.6,36.5,2
AAI-02125,60.4,248,913.9,72.7,0
AAI-02126,111.3,420,1793.7,94.6,0
AAI-02127,71.0,173,2526.0,50.4,0
AAI-02128,37.4,56,2014.8,94.4,0
AAI-02129,102.3,217,3154.7,37.2,0
AAI-02130,30.4,246,3412.1,35.6,0
AAI-02131,71.8,392,2432.3,59.2,0
AAI-02132,103.2,189,3569.0,31.5,0
AAI-02133,47.4,492,2902.0,12.7,0
AAI-02134,81.9,353,290.0,74.8,0
AAI-02135,54.2,139,2009.5,72.5,3
AAI-02136,51.7,260,1941.1,28.8,1
AAI-02137,38.5,451,2120.9,94.4,0
AAI-02138,62.0,472,3512.8,44.1,0
AAI-02139,36.8,120,3173.1,71.1,0
AAI-02140,26.0,301,3455.5,67.6,0
AAI-02141,60.7,82,4084.6,75.4,0
AAI-02142,118.9,20,2577.8,47.5,0
AAI-02143,53.4,311,154.5,12.6,3
AAI-02144,47.6,204,3677.6,58.1,0
AAI-02145,115.7,364,385.0,63.2,0
AAI-02146,73.6,405,2446.1,34.0,1
AAI-02147,34.9,305,1328.5,41.7,0
AAI-02148,39.7,328,2146.0,10.2,0
AAI-02149,96.6,366,1053.3,37.4,0
AAI-02150,92.2,170,3538.9,58.2,0
AAI-02151,31.9,372,314.0,24.5,0
AAI-02152,62.9,301,3180.6,24.5,3
AAI-02153,89.9,149,1309.5,22.9,1
AAI-02154,96.3,23,1845.0,39.2,0
AAI-02155,26.2,467,712.2,38.6,0
AAI-02156,84.0,405,2318.2,56.9,0
AAI-02157,25.3,188,2306.8,45.6,0
AAI-02158,97.6,383,2657.3,20.5,1
AAI-02159,67.0,264,1050.9,12.5,0
AAI-02160,64.1,117,3909.7,19.9,4
AAI-02161,51.6,96,3339.9,96.0,2
AAI-02162,93.1,463,2223.9,28.1,0
AAI-02163,65.8,117,1646.6,65.7,0
AAI-02164,73.5,171,3214.0,75.6,0
AAI-02165,82.0,408,1337.8,68.0,1
AAI-02166,74.2,184,2118.7,91.2,0
AAI-02167,28.9,422,3267.5,66.7,0
AAI-02168,95.9,416,575.0,75.9,0
AAI-02169,15.8,207,3961.3,48.0,0
AAI-02170,115.9,147,407.9,93.8,0
AAI-02171,29.4,217,1447.2,80.8,0
AAI-02172,77.5,112,2327.3,66.6,0
AAI-02173,40.3,276,1876.8,10.8,0
AAI-02174,51.0,138,3732.3,49.2,0
AAI-02175,53.2,359,1643.9,60.0,0
AAI-02176,64.7,366,4029.4,84.7,0
AAI-02177,34.0,304,1534.3,18.2,1
AAI-02178,32.6,84,1362.9,45.5,0
AAI-02179,95.3,133,3511.1,61.3,0
AAI-02180,17.6,72,3364.0,31.5,3
AAI-02181,72.9,324,851.0,80.3,0
AAI-02182,56.1,222,1411.0,95.2,0
AAI-02183,103.7,88,139.8,68.2,0
AAI-02184,53.3,32,1431.1,98.3,2
AAI-02185,38.7,415,429.8,67.6,2
AAI-02186,40.7,186,1401.8,32.0,2
AAI-02187,49.5,222,1589.0,26.4,0
AAI-02188,96.7,167,2992.0,90.2,0
AAI-02189,32.0,332,1144.1,75.7,0
AAI-02190,100.9,289,2421.4,67.1,0
AAI-02191,37.6,122,1981.8,38.6,4
AAI-02192,61.7,39,173.0,36.9,0
AAI-02193,81.2,384,1747.5,75.4,0
AAI-02194,32.6,99,1920.6,53.5,0
AAI-02195,119.6,90,2526.6,10.3,0
AAI-02196,56.3,15,832.0,68.9,0
AAI-02197,9.0,267,3634.1,55.4,1
AAI-02198,23.2,205,3368.2,92.4,0
AAI-02199,81.1,312,442.4,56.2,0
AAI-02200,6.0,228,1749.9,62.3,3
AAI-02201,104.0,113,444.7,93.9,1
AAI-02202,7.3,133,1361.2,29.3,3
AAI-02203,66.3,262,1569.6,60.5,0
AAI-02204,95.6,153,433.2,43.1,0
AAI-02205,107.1,443,2405.9,37.4,0
AAI-02206,6.9,96,1721.6,94.2,0
AAI-02207,67.9,110,1143.6,23.7,1
AAI-02208,70.7,254,489.3,30.0,0
AAI-02209,113.2,178,2701.0,40.5,0
AAI-02210,117.1,311,4019.2,65.0,0
AAI-02211,65.5,165,1316.6,19.9,1
AAI-02212,91.4,136,1130.0,12.9,1
AAI-02213,50.4,460,3068.4,32.2,2
AAI-02214,71.3,383,2158.7,13.1,0
AAI-02215,87.6,263,2661.4,67.9,0
AAI-02216,99.3,113,1050.3,35.8,0
AAI-02217,14.4,111,3611.5,30.8,0
AAI-02218,116.2,369,3025.4,40.5,0
AAI-02219,14.1,268,3700.3,22.4,0
AAI-02220,11.7,491,3798.2,41.8,1
AAI-02221,98.9,321,2040.2,86.5,2
AAI-02222,36.1,337,3082.0,26.5,0
AAI-02223,97.4,70,866.4,63.8,0
AAI-02224,90.0,332,472.6,27.4,0
AAI-02225,14.5,414,2803.7,54.2,1
AAI-02226,29.9,311,1923.5,44.2,0
AAI-02227,90.7,449,3403.8,40.3,3
AAI-02228,7.6,268,231.2,61.1,0
AAI-02229,106.2,419,2263.8,33.5,1
AAI-02230,43.7,194,2928.4,66.1,0
AAI-02231,33.1,53,3997.2,42.4,3
AAI-02232,78.7,286,1756.6,39.7,0
AAI-02233,64.5,257,3421.5,13.4,1
AAI-02234,34.9,397,3568.1,94.6,0
AAI-02235,118.3,93,2391.8,55.4,0
AAI-02236,102.3,407,2703.0,17.9,0
AAI-02237,61.2,428,3651.8,86.2,3
AAI-02238,7.0,341,2179.1,43.5,0
AAI-02239,107.5,409,1792.1,72.7,0
AAI-02240,45.4,297,2253.3,55.4,3
AAI-02241,87.1,145,2448.4,95.5,0
AAI-02242,51.8,372,3305.0,54.6,1
AAI-02243,56.5,360,320.5,37.0,0
AAI-02244,62.8,137,412.6,61.0,0
AAI-02245,101.9,368,2671.1,35.6,1
AAI-02246,71.3,332,3914.1,36.6,0
AAI-02247,58.6,343,2940.6,70.2,0
AAI-02248,21.3,372,507.5,18.4,0
AAI-02249,9.3,170,1305.7,65.5,2
AAI-02250,23.4,156,156.7,51.8,0
AAI-02251,104.2,26,3491.8,61.4,0
AAI-02252,104.7,434,3467.8,19.7,1
AAI-02253,56.0,427,3321.1,56.5,3
AAI-02254,20.6,281,1971.1,11.2,0
AAI-02255,62.1,78,1320.6,74.5,0
AAI-02256,99.5,455,4043.8,16.5,0
AAI-02257,103.0,68,517.1,32.8,0
AAI-02258,28.0,214,1143.1,53.3,1
AAI-02259,48.2,72,1912.5,14.7,0
AAI-02260,83.3,403,1026.5,78.1,3
AAI-02261,97.6,320,1484.4,57.3,0
AAI-02262,79.1,350,2733.6,85.9,1
AAI-02263,24.4,64,1902.7,38.8,2
AAI-02264,37.2,65,2359.0,59.0,0
AAI-02265,36.2,80,1198.7,61.3,2
AAI-02266,112.7,50,2142.1,27.2,0
AAI-02267,18.8,104,2857.5,70.8,0
AAI-02268,106.4,280,3144.6,43.1,2
AAI-02269,92.8,343,797.1,57.7,1
AAI-02270,86.2,176,3760.3,43.7,0
AAI-02271,43.9,353,1434.9,56.7,0
AAI-02272,116.0,354,3505.5,96.4,0
AAI-02273,54.2,474,2243.1,90.9,0
AAI-02274,109.9,255,1286.6,92.2,1
AAI-02275,47.3,321,3804.4,74.3,0
AAI-02276,6.3,55,393.5,77.3,0
AAI-02277,102.1,242,3040.6,39.9,0
AAI-02278,92.9,157,292.6,41.0,0
AAI-02279,68.0,337,130.2,55.1,0
AAI-02280,44.5,71,3225.7,47.3,3
AAI-02281,82.6,219,3911.6,49.6,3
AAI-02282,59.4,70,2094.6,98.7,1
AAI-02283,40.3,203,469.0,38.6,0
AAI-02284,55.0,142,1875.0,95.3,0
AAI-02285,113.9,265,4069.5,64.6,0
AAI-02286,14.7,500,472.0,72.9,1
AAI-02287,52.7,477,792.7,52.7,0
AAI-02288,21.5,26,4052.8,17.8,0
AAI-02289,89.1,404,1277.9,79.1,0
AAI-02290,107.1,435,2023.2,17.6,2
AAI-02291,110.5,233,2601.4,54.9,0
AAI-02292,17.7,209,2714.4,12.1,3
AAI-02293,5.4,124,1363.2,62.6,0
AAI-02294,101.4,437,2487.2,72.8,0
AAI-02295,37.1,72,2644.6,91.1,0
AAI-02296,78.5,450,2478.0,67.1,1
AAI-02297,21.7,40,1572.5,67.6,0
AAI-02298,53.3,500,1104.2,72.2,3
AAI-02299,86.8,126,1496.3,33.7,0
AAI-02300,11.0,266,3711.9,78.2,0
AAI-02301,48.2,435,2545.2,68.2,0
AAI-02302,33.2,78,1369.6,32.6,0
AAI-02303,79.2,318,2126.4,78.2,0
AAI-02304,28.0,85,245.3,30.9,1
AAI-02305,39.4,461,3591.6,66.6,3
AAI-02306,19.7,141,3012.3,49.8,0
AAI-02307,102.9,357,3192.0,37.7,0
AAI-02308,84.4,236,2320.2,71.2,0
AAI-02309,47.8,361,1477.7,40.1,0
AAI-02310,23.8,363,657.0,67.6,0
AAI-02311,90.8,465,1819.2,91.6,1
AAI-02312,35.4,481,3079.2,92.7,0
AAI-02313,22.8,138,899.2,29.5,0
AAI-02314,75.5,184,3269.2,33.3,0
AAI-02315,71.2,346,262.6,73.3,2
AAI-02316,77.4,378,553.2,78.9,0
AAI-02317,46.2,156,3110.7,31.6,4
AAI-02318,32.9,56,1028.6,58.0,0
AAI-02319,59.9,478,1849.6,38.5,2
AAI-02320,11.7,315,944.8,31.8,0
AAI-02321,111.0,341,3049.5,32.1,0
AAI-02322,86.0,156,3503.6,95.0,0
AAI-02323,72.6,326,2338.9,94.3,0
AAI-02324,24.2,298,1598.3,26.5,0
AAI-02325,25.1,241,1605.5,19.0,0
AAI-02326,68.2,329,2461.2,27.0,2
AAI-02327,55.3,81,286.1,57.9,1
AAI-02328,108.1,431,3616.5,98.4,2
AAI-02329,103.2,335,3095.0,55.2,0
AAI-02330,30.5,273,1035.1,81.5,0
AAI-02331,101.3,103,3461.5,89.7,4
AAI-02332,27.5,342,2983.0,46.5,0
AAI-02333,19.2,266,2109.5,77.5,0
AAI-02334,108.3,37,3764.9,85.3,0
AAI-02335,6.3,66,2447.4,90.9,0
AAI-02336,46.2,362,2590.0,47.2,0
AAI-02337,53.6,469,2304.1,51.7,0
AAI-02338,89.8,196,740.9,86.9,1
AAI-02339,91.6,322,1035.1,66.9,0
AAI-02340,25.5,486,3851.5,73.7,1
AAI-02341,54.6,440,1714.2,31.8,0
AAI-02342,40.6,437,3256.5,74.0,0
AAI-02343,12.7,324,2527.8,19.6,0
AAI-02344,61.6,267,1035.9,24.8,0
AAI-02345,79.9,334,2404.9,23.2,0
AAI-02346,52.7,247,3690.2,63.2,1
AAI-02347,58.6,455,3687.7,72.2,0
AAI-02348,54.1,137,1286.4,66.4,0
AAI-02349,19.2,472,1492.3,58.8,0
AAI-02350,114.6,255,3974.3,97.8,2
AAI-02351,87.4,169,2103.9,38.3,0
AAI-02352,8.1,370,3606.9,58.3,0
AAI-02353,32.6,268,1778.7,82.7,2
AAI-02354,81.8,183,3625.0,43.7,0
AAI-02355,34.5,330,1856.5,69.2,2
AAI-02356,33.6,398,2659.2,87.4,1
AAI-02357,99.4,326,3989.9,82.2,0
AAI-02358,91.3,248,1873.3,34.3,0
AAI-02359,14.1,440,3058.0,74.9,0
AAI-02360,21.9,406,1891.2,58.1,0
AAI-02361,60.8,498,1703.2,30.0,0
AAI-02362,63.7,363,2972.9,33.9,0
AAI-02363,27.5,387,777.2,36.0,0
AAI-02364,110.3,345,831.0,93.4,0
AAI-02365,63.9,235,177.2,15.3,0
AAI-02366,27.6,242,1719.5,61.7,0
AAI-02367,101.2,314,1828.7,91.0,2
AAI-02368,87.4,475,2044.4,27.5,0
AAI-02369,66.1,129,936.2,42.3,0
AAI-02370,89.3,179,1384.6,83.7,0
AAI-02371,119.9,79,1411.8,37.0,1
AAI-02372,14.4,199,974.1,49.9,1
AAI-02373,85.9,109,1332.7,36.9,0
AAI-02374,108.0,79,3285.8,91.4,0
AAI-02375,102.5,266,1711.9,96.3,2
AAI-02376,91.2,216,1217.9,28.9,2
AAI-02377,102.1,160,3735.0,10.3,0
AAI-02378,110.3,237,2465.9,46.4,0
AAI-02379,118.8,325,392.1,38.3,1
AAI-02380,117.2,142,1846.2,15.6,0
AAI-02381,68.7,13,3872.7,59.7,0
AAI-02382,76.9,102,3731.5,96.1,0
AAI-02383,81.2,316,2825.9,67.6,0
AAI-02384,98.9,82,3033.4,63.1,2
AAI-02385,65.8,150,1081.3,53.0,0
AAI-02386,91.2,186,1417.1,67.0,1
AAI-02387,61.1,76,200.6,82.7,1
AAI-02388,35.6,170,3782.1,81.7,0
AAI-02389,25.4,356,1414.1,93.2,0
AAI-02390,45.1,250,309.5,21.5,1
AAI-02391,84.7,32,528.9,17.4,0
AAI-02392,106.5,234,995.9,60.0,4
AAI-02393,22.0,324,3245.2,54.6,1
AAI-02394,43.7,422,3958.7,67.6,1
AAI-02395,37.8,221,915.7,54.1,0
AAI-02396,112.6,92,2035.7,97.9,0
AAI-02397,31.4,409,3011.2,94.4,0
AAI-02398,5.5,126,3339.2,88.7,0
AAI-02399,13.4,402,4008.2,68.0,3
AAI-02400,55.0,138,2446.6,24.5,0
AAI-02401,12.3,259,3545.7,37.1,0
AAI-02402,17.5,269,3743.2,49.8,0
AAI-02403,68.4,400,1844.3,20.9,1
AAI-02404,59.6,275,3103.5,50.0,0
AAI-02405,69.6,260,3813.0,66.8,0
AAI-02406,57.7,68,1446.4,76.7,0
AAI-02407,112.9,288,1875.3,17.8,2
AAI-02408,58.9,197,1166.7,95.9,0
AAI-02409,70.5,207,3573.9,81.5,0
AAI-02410,112.5,78,3734.6,26.1,0
AAI-02411,26.2,182,2892.9,84.7,2
AAI-02412,78.6,207,3190.0,27.2,0
AAI-02413,34.7,125,3261.3,87.0,0
AAI-02414,78.2,235,4077.3,40.7,0
AAI-02415,115.9,173,3737.4,91.6,3
AAI-02416,116.6,488,2983.9,65.4,3
AAI-02417,67.7,492,1581.1,19.4,0
AAI-02418,11.4,115,3370.7,33.4,1
AAI-02419,61.8,11,1341.9,72.1,0
AAI-02420,22.2,375,1574.8,28.8,0
AAI-02421,117.0,431,1339.0,49.7,0
AAI-02422,19.7,494,257.6,97.5,1
AAI-02423,94.3,373,878.5,88.2,1
AAI-02424,119.5,427,3590.3,25.3,0
AAI-02425,19.5,495,2535.9,71.0,2
AAI-02426,25.7,234,3608.5,62.6,1
AAI-02427,82.4,346,413.3,83.4,3
AAI-02428,114.9,244,2402.4,43.2,0
AAI-02429,58.1,128,2043.8,82.2,1
AAI-02430,26.4,367,2838.8,69.8,0
AAI-02431,99.3,359,3204.4,51.0,0
AAI-02432,99.7,56,1591.8,82.7,2
AAI-02433,108.6,138,2501.2,27.6,0
AAI-02434,52.4,297,2331.6,36.4,1
AAI-02435,43.4,78,1403.0,28.2,0
AAI-02436,43.1,48,2952.7,42.4,1
AAI-02437,26.4,269,3806.2,41.1,2
AAI-02438,17.0,71,1956.2,43.3,0
AAI-02439,96.5,139,1110.4,15.8,4
AAI-02440,18.6,336,1106.2,17.2,1
AAI-02441,84.3,152,697.1,63.6,0
AAI-02442,16.2,163,3926.6,37.7,2
AAI-02443,93.9,17,2284.0,41.7,0
AAI-02444,21.5,389,2062.5,26.8,1
AAI-02445,73.2,388,1294.7,42.7,4
AAI-02446,84.2,118,1097.9,96.3,0
AAI-02447,62.7,78,662.1,40.2,0
AAI-02448,22.2,76,3097.5,62.9,0
AAI-02449,55.2,64,3800.7,50.7,0
AAI-02450,98.4,445,3772.1,42.3,2
AAI-02451,63.0,491,2535.6,54.8,2
AAI-02452,37.1,281,1505.4,26.2,0
AAI-02453,105.1,462,3386.0,92.3,2
AAI-02454,58.1,240,897.6,53.0,0
AAI-02455,115.5,299,2966.9,16.8,0
AAI-02456,22.7,115,3058.6,25.4,0
AAI-02457,93.6,51,3334.5,27.1,0
AAI-02458,113.9,351,1318.2,70.0,2
AAI-02459,32.2,160,2465.7,67.1,0
AAI-02460,67.4,155,1370.9,61.1,0
AAI-02461,44.2,290,3141.1,29.9,1
AAI-02462,39.1,331,2883.8,95.8,0
AAI-02463,14.7,307,3064.5,24.8,0
AAI-02464,75.6,167,3352.5,92.2,0
AAI-02465,50.9,138,193.8,98.1,0
AAI-02466,112.7,371,2695.0,18.3,1
AAI-02467,24.9,37,3350.1,71.4,0
AAI-02468,73.8,486,2548.3,66.3,0
AAI-02469,8.3,390,1353.0,14.2,0
AAI-02470,16.5,214,799.9,21.2,0
AAI-02471,105.3,281,1185.4,70.8,0
AAI-02472,56.1,237,844.7,31.9,2
AAI-02473,103.0,320,2148.1,91.2,0
AAI-02474,59.5,212,3808.5,57.1,0
AAI-02475,16.9,82,1282.2,35.8,0
AAI-02476,118.4,143,2287.6,64.5,0
AAI-02477,101.2,462,2034.4,14.9,0
AAI-02478,25.4,142,3027.7,96.7,4
AAI-02479,74.9,262,3875.3,38.2,4
AAI-02480,114.4,127,2316.1,96.0,0
AAI-02481,96.6,105,1622.1,41.9,0
AAI-02482,76.5,17,2792.0,33.8,0
AAI-02483,26.2,397,265.6,13.0,0
AAI-02484,58.1,458,3147.2,85.3,0
AAI-02485,52.8,155,3054.0,21.7,0
AAI-02486,76.5,331,642.0,39.0,0
AAI-02487,81.7,258,3176.7,17.6,4
AAI-02488,73.8,24,2893.0,46.5,0
AAI-02489,91.7,146,4057.4,95.4,0
AAI-02490,45.6,215,3015.5,15.2,0
AAI-02491,30.0,80,953.8,94.9,0
AAI-02492,9.8,343,148.1,31.5,0
AAI-02493,101.0,388,2951.1,86.2,0
AAI-02494,73.7,131,1740.8,59.6,0
AAI-02495,33.6,209,3934.9,17.4,0
AAI-02496,74.2,163,2390.8,79.1,0
AAI-02497,43.1,375,300.9,33.6,0
AAI-02498,57.8,262,2699.2,26.0,2
AAI-02499,16.0,111,1742.4,29.1,1
AAI-02500,43.2,379,510.4,93.3,2
AAI-02501,119.7,474,1313.3,55.0,0
AAI-02502,60.0,306,1321.6,27.1,0
AAI-02503,38.6,276,239.3,76.5,0
AAI-02504,9.4,47,1529.0,32.5,1
AAI-02505,41.6,223,3231.5,64.2,1
AAI-02506,62.4,104,1444.2,11.4,0
AAI-02507,70.4,259,321.0,84.1,0
AAI-02508,73.6,392,1121.8,21.6,0
AAI-02509,12.0,13,2828.7,55.8,0
AAI-02510,86.7,115,1648.9,18.8,2
AAI-02511,73.0,70,236.8,79.8,2
AAI-02512,95.4,65,188.5,41.2,0
AAI-02513,29.9,94,2984.1,65.2,0
AAI-02514,20.9,334,1410.6,20.4,0
AAI-02515,27.8,120,2829.8,18.8,0
AAI-02516,109.2,89,695.7,36.7,0
AAI-02517,56.1,305,2550.6,61.0,0
AAI-02518,11.4,362,3388.7,67.6,0
AAI-02519,46.9,226,4020.9,51.5,0
AAI-02520,57.8,366,3224.0,14.9,0
AAI-02521,114.6,345,1050.0,79.9,0
AAI-02522,99.7,417,396.1,25.8,0
AAI-02523,15.6,354,2214.5,89.5,4
AAI-02524,81.9,307,1080.9,49.6,1
AAI-02525,78.4,146,3230.8,93.9,2
AAI-02526,98.1,442,2696.5,86.1,0
AAI-02527,91.7,160,456.4,85.8,0
AAI-02528,41.5,189,3860.4,49.0,0
AAI-02529,107.6,14,323.5,40.3,1
AAI-02530,92.5,410,3561.8,82.0,2
AAI-02531,5.9,131,1851.0,76.5,0
AAI-02532,22.7,48,1242.5,48.3,4
AAI-02533,39.1,108,664.9,40.3,0
AAI-02534,38.8,147,2693.0,38.5,3
AAI-02535,57.3,33,279.4,83.2,0
AAI-02536,42.0,110,2128.6,65.6,0
AAI-02537,29.8,329,2130.6,28.9,3
AAI-02538,98.9,82,593.4,90.8,0
AAI-02539,26.9,396,2905.3,12.0,0
AAI-02540,109.2,206,1349.5,57.6,1
AAI-02541,20.3,110,1673.5,25.1,0
AAI-02542,118.3,235,1329.0,28.4,0
AAI-02543,107.5,491,3228.6,92.7,3
AAI-02544,11.0,256,1855.8,38.2,0
AAI-02545,52.0,359,488.4,14.0,2
